"CA.1","information technology (general)"
"CA.2","business information technology"
"CA.3","computer appreciation / introduction"
"CA.31","CLAIT (Computer Literacy and Information Technology)"
"CA.32","ECDL (European Computer Driving Licence)"
"CA.33","computer file management"
"CA.34","personal computer use: specific types"
"CA.341","Apple Macintosh computers"
"CB.","COMPUTER SCIENCE"
"CB.1","computer hardware"
"CB.11","cable installation"
"CB.12","computer firmware"
"CB.13","computer media"
"CB.14","computer peripherals"
"CB.141","digital cameras"
"CB.142","modems"
"CB.143","printers"
"CB.144","scanners"
"CB.145","webcams"
"CB.2","computer systems"
"CB.21","computer architectures"
"CB.211","mainframe computer systems"
"CB.2111","AS/400"
"CB.212","microcomputer systems"
"CB.2121","building your own PC"
"CB.2122","laptop and notebook systems"
"CB.2123","personal digital assistant (PDA) systems"
"CB.213","server-based systems"
"CB.22","computer communications and networking"
"CB.221","computer network components"
"CB.2211","network storage"
"CB.22111","parallel sysplex"
"CB.2212","routers, bridges and switches"
"CB.222","local and wide area networks (LAN and WAN)"
"CB.2221","local area networks (LAN)"
"CB.2222","wide area networks (WAN)"
"CB.223","network and communications protocols"
"CB.2231","Ethernet"
"CB.2232","Transmission Control Protocol / Internet Protocol (TCP/IP)"
"CB.2233","X.25"
"CB.224","network architectures"
"CB.2241","distributed networks"
"CB.2242","frame relay"
"CB.2243","mobile computing (communications and networking)"
"CB.2244","wireless networks"
"CB.22441","Bluetooth communications and networking"
"CB.225","open systems interconnection (OSI) reference model"
"CB.226","remote access"
"CB.23","real time systems"
"CB.3","computing methodologies"
"CB.31","artificial intelligence (AI)"
"CB.311","computer cybernetics"
"CB.312","expert systems"
"CB.313","knowledge management systems"
"CB.314","neural networks"
"CB.32","computer graphics"
"CB.321","computer animation"
"CB.3211","computer games design"
"CB.322","image processing"
"CB.3221","pattern recognition"
"CB.33","document and text processing"
"CB.331","standard generalised markup language (SGML)"
"CB.34","modelling / simulation systems"
"CB.341","modelling systems"
"CB.342","simulation systems"
"CB.35","multimedia (computing)"
"CB.36","sound processing (computer)"
"CB.361","speech / voice processing (computer)"
"CB.362","screen reading"
"CB.4","information systems"
"CB.41","business information systems"
"CB.42","database management"
"CB.421","data warehousing"
"CB.422","database administration"
"CB.43","information management"
"CB.431","indexing and classification"
"CB.432","informatics"
"CB.4321","bioinformatics"
"CB.4322","geographical information systems"
"CB.4323","health informatics"
"CB.433","information security"
"CB.44","internet systems"
"CB.441","email systems"
"CB.442","internet protocols"
"CB.4421","Domain Name System (DNS)"
"CB.4422","File Transfer Protocol (FTP) services"
"CB.4423","Simple Mail Transfer Protocol (SMTP)"
"CB.4424","Simple Network Management Protocol (SNMP)"
"CB.4425","Virtual Private Networks (VPN)"
"CB.4426","Voice Over Internet Protocol (VoIP)"
"CB.443","internet security systems"
"CB.4431","Border Manager (internet security system)"
"CB.4432","FireWall-1 (internet security system)"
"CB.4433","Internet Security and Acceleration (ISA) Server (internet security system)"
"CB.4434","Proxy Server (internet security system)"
"CB.444","web server management"
"CB.4441","e-commerce (technical)"
"CB.44411","e-commerce systems software"
"CB.4442","web server management software"
"CB.44421","Apache (web server management software)"
"CB.44422","BizTalk Server (web server management software)"
"CB.44423","Commerce Server (web server management software)"
"CB.44424","Internet Information Server (web server management software)"
"CB.445","web services"
"CB.4451",".NET"
"CB.446","website development"
"CB.4461","Active Server Pages (ASP)"
"CB.4462","Common Gateway Interface (CGI)"
"CB.4463","intranets"
"CB.4464","markup languages for website development"
"CB.44641","extensible hypertext markup language (XHTML)"
"CB.44642","extensible markup language (XML)"
"CB.44643","hypertext markup language (HTML)"
"CB.44644","wireless markup language (WML)"
"CB.4465","website development software"
"CB.44651","website development software: A-D"
"CB.446511","ColdFusion (website development software)"
"CB.446512","Content Management Server (web content management software)"
"CB.446513","Contribute (web content management software)"
"CB.446514","Dreamweaver (website development software)"
"CB.44652","website development software: E-K"
"CB.446521","FrontPage (website development software)"
"CB.446522","GoLive (website development software)"
"CB.446523","HoTMetaL Pro (website development software)"
"CB.44653","website development software: L-R"
"CB.446531","PageMill (website development software)"
"CB.44654","website development software: S-Z"
"CB.4466","wireless application protocol (WAP) site development"
"CB.45","systems analysis and design"
"CB.451","data analysis"
"CB.452","requirements engineering"
"CB.453","systems analysis"
"CB.454","systems design"
"CB.4541","database design"
"CB.455","Unified Modelling Language (UML)"
"CB.5","network / systems management"
"CB.51","computer maintenance and repair"
"CB.52","computer operations"
"CB.521","Job Control Language (JCL)"
"CB.53","computer security systems"
"CB.531","computer virus protection"
"CB.54","computer support operations"
"CB.541","CompTIA certifications (support technicians)"
"CB.542","computer help desk operations"
"CB.543","systems support"
"CB.55","disaster / contingency planning (computer operations)"
"CB.56","network / systems management software"
"CB.561","network / systems management software: A-D"
"CB.5611","Active Directory (network / systems management software)"
"CB.5612","ARCserve (network / systems management software)"
"CB.5613","BackOffice (network / systems management software)"
"CB.5614","CICS (network / systems management software)"
"CB.5615","CISCO certifications (network / systems management software)"
"CB.5616","Citrix certifications (network / systems management software)"
"CB.5617","Director (network / systems management software)"
"CB.562","network / systems management software: E-K"
"CB.5621","Exchange Server (network / systems management software)"
"CB.5622","Hewlett Packard certifications"
"CB.563","network / systems management software: L-R"
"CB.5631","Microsoft certifications (network / systems management software)"
"CB.5632","NetWare (network / systems management software)"
"CB.5633","Novell certifications (network / systems management software)"
"CB.5634","OpenView (network / systems management software)"
"CB.5635","Operations Manager (server management software)"
"CB.5636","Oracle certifications (network / systems management software)"
"CB.5637","Replication Server (network / systems management software)"
"CB.564","network / systems management software: S-Z"
"CB.5641","Samba (network / systems management software)"
"CB.5642","SharePoint (network / systems management software)"
"CB.5643","Small Business Server (network / systems management software)"
"CB.5644","Systems Management Server (network / systems management software)"
"CB.5645","Tivoli (network / systems management software)"
"CB.5646","ZENworks (network / systems management software)"
"CB.565","client and middleware software"
"CB.5651","MQ Integrator (client and middleware software)"
"CB.6","software development"
"CB.61","computer programming languages"
"CB.611","computer programming languages: A-D"
"CB.6111","computer programming languages: A"
"CB.61111","Assembler (computer programming language)"
"CB.6112","computer programming languages: B"
"CB.61121","Basic (computer programming language)"
"CB.6113","computer programming languages: C"
"CB.61131","C (computer programming language)"
"CB.61132","C++ (computer programming language)"
"CB.61133","C# (computer programming language)"
"CB.61134","CL (computer programming language)"
"CB.61135","Cobol (computer programming language)"
"CB.6114","computer programming languages: D"
"CB.612","computer programming languages: E-K"
"CB.6121","Fortran (computer programming language)"
"CB.6122","Java (computer programming language)"
"CB.61221","Oracle JDeveloper (computer programming language)"
"CB.6123","Javascript (computer programming language)"
"CB.613","computer programming languages: L-R"
"CB.6131","computer programming languages: L"
"CB.61311","Lingo (computer programming language)"
"CB.61312","LotusScript (computer programming language)"
"CB.6132","computer programming languages: M"
"CB.6133","computer programming languages: O"
"CB.6134","computer programming languages: P"
"CB.61341","Pascal (computer programming language)"
"CB.61342","Perl (computer programming language)"
"CB.61343","PHP (computer programming language)"
"CB.61344","PL/1 (computer programming language)"
"CB.61345","Python (computer programming language)"
"CB.6135","computer programming languages: Q"
"CB.6136","computer programming languages: R"
"CB.61361","Rexx (computer programming language)"
"CB.61362","RPG (computer programming language)"
"CB.614","computer programming languages: S-Z"
"CB.6141","WML Script (computer programming language)"
"CB.6142","VB Script (computer programming language)"
"CB.62","computer programming techniques"
"CB.63","computer programming using fourth generation languages"
"CB.631","Focus 4GL (computer programming language)"
"CB.64","computer programming using visual development environments"
"CB.641","computer programming using visual development environments: A-D"
"CB.6411","Delphi (visual development environment)"
"CB.642","computer programming using visual development environments: E-K"
"CB.643","computer programming using visual development environments: L-R"
"CB.6431","PowerBuilder (integrated development environment)"
"CB.644","computer programming using visual development environments: S-Z"
"CB.6441","Visual Basic (visual development environment)"
"CB.6442","Visual C++ (visual development environment)"
"CB.6443","Visual C# (visual development environment)"
"CB.6444","Visual FoxPro (visual development environment)"
"CB.6446","Visual Studio (visual development environment)"
"CB.6447","WebSphere Application Developer (WSAD) (visual development environment)"
"CB.65","operating systems (general)"
"CB.66","software engineering"
"CB.661","client and middleware software applications development"
"CB.662","Computer Aided Software Engineering (CASE)"
"CB.6621","HPS/AppBuilder"
"CB.6622","Oracle Designer (CASE software)"
"CB.6623","Rational ClearCase"
"CB.663","human computer interface (HCI) development"
"CB.6631","virtual reality systems design"
"CB.664","software design methodologies"
"CB.6641","object oriented design"
"CB.6642","rapid application development"
"CB.665","software quality assurance"
"CB.6651","software testing"
"CB.66511","load testing (computer systems)"
"CB.66512","penetration testing (computer systems)"
"CB.66513","system testing"
"CB.66514","user acceptance testing"
"CC.","USING SOFTWARE"
"CC.1","common office software (use)"
"CC.11","database software (use)"
"CC.111","database software (use): A-D"
"CC.1111","database software (use): A"
"CC.11111","Access (database software)"
"CC.111111","Access (database software)(introductory)"
"CC.111112","Access (database software)(intermediate)"
"CC.111113","Access (database software)(advanced)"
"CC.11112","Adabas (database software)"
"CC.11113","Adaptive Server (database software)"
"CC.11114","Approach (database software)"
"CC.1112","database software (use): B"
"CC.1113","database software (use): C"
"CC.1114","database software (use): D"
"CC.11141","DB2 (database software)"
"CC.112","database software (use): E-K"
"CC.1121","FileMaker Pro (database software)"
"CC.1122","FoxBase / FoxPro (database software)"
"CC.1123","IMS/DB (database software)"
"CC.1124","Informix (database software)"
"CC.1125","Interbase (database software)"
"CC.113","database software (use): L-R"
"CC.1131","MySQL (database software)"
"CC.1132","Omnis (database software)"
"CC.1133","Oracle (database software)"
"CC.11331","Oracle applications development"
"CC.1134","Paradox (database software)"
"CC.114","database software (use): S-Z"
"CC.1141","SQL Server (Microsoft) (database software)"
"CC.1142","SQL Server (Sybase) (database software)"
"CC.115","structured query languages (SQLs)"
"CC.1151","PL/SQL (structured query language)"
"CC.1152","Quest (structured query language)"
"CC.1153","Transact-SQL (structured query language)"
"CC.12","integrated packages (use)"
"CC.121","integrated packages (use): A-D"
"CC.122","integrated packages (use): E-K"
"CC.1221","Framework (integrated package)"
"CC.123","integrated packages (use): L-R"
"CC.1231","Office (Corel) (integrated package)"
"CC.1232","Office (Microsoft) (integrated package)"
"CC.1233","Office Manager (integrated package)"
"CC.124","integrated packages (use): S-Z"
"CC.1241","SmartSuite (integrated package)"
"CC.1242","StarOffice (integrated package)"
"CC.1243","WordPerfect Executive (integrated package)"
"CC.1244","Works (Apple) (integrated package)"
"CC.1245","Works (Lotus) (integrated package)"
"CC.1246","Works (Microsoft) (integrated package)"
"CC.13","personal organisation software (use)"
"CC.131","Organiser (personal organisation software)"
"CC.132","Outlook (personal organisation software)"
"CC.133","Schedule+ (personal organisation software)"
"CC.14","presentation software (use)"
"CC.141","Freelance (presentation software)"
"CC.142","PowerPoint (presentation software)"
"CC.143","Presentation (presentation software)"
"CC.15","spreadsheet software (use)"
"CC.151","spreadsheet software (use): A-D"
"CC.152","spreadsheet software (use): E-K"
"CC.1521","Excel (spreadsheet software)"
"CC.15211","Excel (spreadsheet software) (introductory)"
"CC.15212","Excel (spreadsheet software) (intermediate)"
"CC.15213","Excel (spreadsheet software) (advanced)"
"CC.153","spreadsheet software (use): L-R"
"CC.1531","Lotus 1-2-3 (spreadsheet software)"
"CC.1532","Quattro (spreadsheet software)"
"CC.154","spreadsheet software (use): S-Z"
"CC.1541","SuperCalc (spreadsheet software)"
"CC.16","text and document processing software (use)"
"CC.161","desktop publishing software (use)"
"CC.1611","desktop publishing software (use): A-D"
"CC.1612","desktop publishing software (use): E-K"
"CC.16121","FrameMaker (desktop publishing software)"
"CC.16122","InDesign (desktop publishing software)"
"CC.1613","desktop publishing software (use): L-R"
"CC.16131","PageMaker (desktop publishing software)"
"CC.16132","Publisher (desktop publishing software)"
"CC.1614","desktop publishing software (use): S-Z"
"CC.16141","Ventura (desktop publishing software)"
"CC.16142","WordPerfect (desktop publishing software)"
"CC.16143","Xpress (desktop publishing software)"
"CC.162","hypertext / hypermedia software (use)"
"CC.1621","Acrobat (hypertext / hypermedia software)"
"CC.163","word processing software (use)"
"CC.1631","word processing software (use): A-D"
"CC.1632","word processing software (use): E-K"
"CC.1633","word processing software (use): L-R"
"CC.1634","word processing software (use): S-Z"
"CC.16341","Word (word processing software)"
"CC.163411","Word (word processing software) (introductory)"
"CC.163412","Word (word processing software) (intermediate)"
"CC.163413","Word (word processing software) (advanced)"
"CC.16342","WordPerfect (word processing software)"
"CC.16343","WordPro (word processing software)"
"CC.2","data processing applications (use)"
"CC.3","graphics and multimedia software (use)"
"CC.31","animation software (use)"
"CC.311","animation software (use): A-D"
"CC.3111","3D Studio (animation software)"
"CC.3112","After Effects (animation software)"
"CC.3113","Cinema 4D (animation software)"
"CC.312","animation software (use): E-K"
"CC.3121","Fireworks (animation software)"
"CC.3122","Flash (animation software)"
"CC.313","animation software (use): L-R"
"CC.3131","LightWave 3D (animation software)"
"CC.3132","Maya (animation software)"
"CC.314","animation software (use): S-Z"
"CC.32","computer aided design (CAD) software (use)"
"CC.321","CAD software (use): A-D"
"CC.3211","AutoCAD (CAD software)"
"CC.3212","AutoLisp (CAD software)"
"CC.3214","CAD 3D (CAD software)"
"CC.322","CAD software (use): E-K"
"CC.3221","InVentor (CAD software)"
"CC.323","CAD software (use): L-R"
"CC.3231","Mechanical Desktop (CAD software)"
"CC.3232","Microstation (CAD software)"
"CC.3233","Pro/Engineer (CAD software)"
"CC.324","CAD software (use): S-Z"
"CC.3241","VectorWorks (CAD software)"
"CC.33","diagramming software (use)"
"CC.331","FlowCharter (diagramming software)"
"CC.332","Visio (diagramming software)"
"CC.34","drawing / painting software (use)"
"CC.341","drawing / painting software (use): A-D"
"CC.3411","CorelDraw (painting / drawing software)"
"CC.342","drawing / painting software (use): E-K"
"CC.343","drawing / painting software (use): L-R"
"CC.3431","Painter (painting / drawing software)"
"CC.3432","Picture-Publisher (painting / drawing software)"
"CC.344","drawing / painting software (use): S-Z"
"CC.35","graphics software (use)"
"CC.351","graphics software (use): A-D"
"CC.3511","Creative Suite (graphics software)"
"CC.352","graphics software (use): E-K"
"CC.3521","Freehand (graphics software)"
"CC.3522","Illustrator (graphics software)"
"CC.3523","Image Ready (graphics software)"
"CC.3524","KnockOut (graphics software)"
"CC.353","graphics software (use): L-R"
"CC.3531","PaintShop Pro (graphics software)"
"CC.3532","Photodraw (graphics software)"
"CC.3533","PhotoPaint (graphics software)"
"CC.3534","PhotoShop (graphics software)"
"CC.3535","Picture It! (graphics software)"
"CC.354","graphics software (use): S-Z"
"CC.3541","Studio Pro (graphics software)"
"CC.36","multimedia software (use)"
"CC.361","multimedia software (use): A-D"
"CC.3611","Director (Macromedia) (multimedia software)"
"CC.3612","DVD Studio Pro (Apple) (multimedia software)"
"CC.362","multimedia software (use): E-K"
"CC.3621","Encore DVD (DVD authoring software)"
"CC.3622","iMovie (video editing software)"
"CC.363","multimedia software (use): L-R"
"CC.3631","Media 100 (film and video editing software)"
"CC.3632","Movie Maker"
"CC.3633","Premiere (video editing software)"
"CC.364","multimedia software (use): S-Z"
"CC.3641","Studio (video editing software)"
"CC.37","scanning / OCR software (use)"
"CC.4","internet software (use)"
"CC.41","email software (use)"
"CC.411","cc:mail (email software)"
"CC.412","MIMESweeper (email software)"
"CC.413","SendMail (email software)"
"CC.42","File Transfer Protocol (FTP) software (use)"
"CC.43","integrated internet software (use)"
"CC.431","Collaboration Server (integrated internet software)"
"CC.432","Communicator (integrated internet software)"
"CC.44","internet conferencing software (use)"
"CC.441","NetMeeting (internet conferencing software)"
"CC.45","using the world wide web"
"CC.451","Becoming Webwise"
"CC.452","Internet Explorer (web browser)"
"CC.453","Mosaic (web browser)"
"CC.454","Navigator (web browser)"
"CC.5","operating systems (use)"
"CC.51","operating systems (use): A-D"
"CC.511","AIX (operating system)"
"CC.512","DOS systems for personal computers"
"CC.52","operating systems (use): E-K"
"CC.53","operating systems (use): L-R"
"CC.531","Linux (operating system)"
"CC.5311","Red Hat Linux (operating system)"
"CC.532","Mac operating systems"
"CC.533","MVS (operating system)"
"CC.534","OS/390 (operating system)"
"CC.535","OS/400 (operating system)"
"CC.54","operating systems (use): S-Z"
"CC.541","operating systems (use): S-T"
"CC.542","operating systems (use): U"
"CC.5421","Unix (operating system)"
"CC.54211","HP-UX (operating system)"
"CC.54212","Solaris (operating system)"
"CC.54213","shell systems (Unix)"
"CC.542131","Bourne Shell (Unix)"
"CC.542132","Korn Shell (Unix)"
"CC.543","operating systems (use): V"
"CC.5431","VM (operating system)"
"CC.5432","VMS (operating system)"
"CC.544","operating systems (use): W-Z"
"CC.5441","Windows (general) (operating system)"
"CC.54411","Windows 2000 (operating system)"
"CC.54412","Windows CE (operating system)"
"CC.54413","Windows ME (operating system)"
"CC.54414","Windows NT (operating system)"
"CC.54415","Windows Server 2003 (operating system)"
"CC.54416","Windows XP (operating system)"
"CC.5442","Z/OS (operating system)"
"CC.6","software for specific subjects and industries (use)"
"CC.61","agriculture / catering / leisure services software"
"CC.611","ticketing software"
"CC.6111","Amadeus (ticketing software)"
"CC.6112","Galileo (ticketing software)"
"CC.6113","Sabre (ticketing software)"
"CC.6114","Worldspan (ticketing software)"
"CC.62","architecture, engineering, construction or transport software"
"CC.621","engineering and manufacturing software"
"CC.622","transport software"
"CC.6221","Autoroute (route planning software)"
"CC.63","business software (use)"
"CC.631","accounting and payroll software (use)"
"CC.6311","accounting software (use)"
"CC.63111","accounting software (use): A-D"
"CC.631111","AccountsMaster (accounts software)"
"CC.63112","accounting software (use): E-K"
"CC.631121","Financial Control (accounts software)"
"CC.631122","Great Plains (accounts software)"
"CC.63113","accounting software (use): L-R"
"CC.631131","Money (accounts software)"
"CC.631132","Pastel (accounts software)"
"CC.631133","Pegasus (accounts software)"
"CC.631134","QuickBooks (accounts software)"
"CC.631135","Quicken (accounts software)"
"CC.63114","accounting software (use): S-Z"
"CC.631141","Sage (accounts software)"
"CC.631142","TAS Books (accounts software)"
"CC.631143","Viztopia Accounts (accounts software)"
"CC.6312","payroll software (use)"
"CC.63121","Payroll (Pegasus) (payroll software)"
"CC.63122","Payroll (Sage) (payroll software)"
"CC.632","business analysis software (use)"
"CC.6321","business intelligence software (use)"
"CC.63211","Business Objects (business intelligence software)"
"CC.63212","Crystal Reports (business intelligence software)"
"CC.63213","Oracle Discoverer (business intelligence software)"
"CC.63214","Oracle Financials (business intelligence software)"
"CC.63215","Power Play (business intelligence software)"
"CC.63216","SAP (business intelligence software)"
"CC.6322","business modelling software (use)"
"CC.633","business management software (use)"
"CC.6331","Axapta (enterprise resource management software)"
"CC.6332","Meridian (document management software)"
"CC.6333","Navision (business management software)"
"CC.634","customer relationship management software (use)"
"CC.6341","ACT (customer relationship management software)"
"CC.6342","Goldmine (customer relationship management software)"
"CC.6343","Maximizer (customer relationship management software)"
"CC.635","group working software (use)"
"CC.6351","Domino (group working software)"
"CC.6352","GroupWise (group working software)"
